protein_id	go_term	score	aspect
D5AKX7	GO:0005829	0.439	C
D5AKX7	GO:0005886	0.333	C
D5AKX7	GO:0009274	0.341	C
D5LWW7	GO:0005634	0.481	C
D5LWW7	GO:0005737	0.427	C
D5RFM4	GO:0005634	0.363	C
D5RFM4	GO:0005737	0.352	C
D5RFM4	GO:0020020	0.452	C
D6RBM5	GO:0005634	0.345	C
D6REC4	GO:0005813	0.426	C
D6REC4	GO:0005930	0.302	C
D6RQ66	GO:0005886	0.386	C
D8QCG9	GO:0005576	0.783	C
D8QCG9	GO:0031160	0.501	C
D9PY12	GO:0005829	0.429	C
E2I9M6	GO:0005634	0.368	C
E2RYF6	GO:0005886	0.343	C
E2RYF7	GO:0005615	0.304	C
E2RYF7	GO:0031012	0.353	C
E4VP11	GO:0005576	0.902	C
E5RQL4	GO:0005739	0.332	C
E7A1Q4	GO:0005576	0.656	C
E7FHH1	GO:0005739	0.614	C
E9DXX9	GO:0005634	0.880	C
E9DZB1	GO:0005576	0.767	C
E9E114	GO:0005634	0.796	C
E9EN44	GO:0005576	0.749	C
E9F970	GO:0005811	0.832	C
E9F970	GO:0005829	0.325	C
E9F970	GO:0032994	0.500	C
E9FBT2	GO:0005576	0.860	C
E9FDE9	GO:0005576	0.777	C
E9FDE9	GO:0031160	0.752	C
F2RC64	GO:0005829	0.372	C
F2RC64	GO:0005886	0.895	C
F2RC64	GO:0009274	0.556	C
F2SL80	GO:0005634	0.466	C
F2SL86	GO:0005783	0.471	C
F2YGR7	GO:0005615	0.368	C
F2Z333	GO:0005576	0.386	C
F2Z333	GO:0005886	0.497	C
F4JCB3	GO:0005634	0.348	C
F4JCB3	GO:0005886	0.351	C
F5GYI3	GO:0005654	0.363	C
F5GYI3	GO:0005737	0.487	C
F5GYI3	GO:0005829	0.458	C
F5H4A9	GO:0005886	0.527	C
F5L3T2	GO:0005829	0.737	C
F5L3T3	GO:0005829	0.738	C
F8L6R0	GO:0005829	0.346	C
F8WCM5	GO:0005576	0.336	C
F8WCM5	GO:0005615	0.315	C
G0RVE5	GO:0005576	0.666	C
G0S5S6	GO:0005634	0.561	C
G0S5S6	GO:0005829	0.399	C
G1X9E2	GO:0005886	0.875	C
G1X9H9	GO:0005886	0.800	C
G1XJN1	GO:0005886	0.827	C
G1XLI4	GO:0005737	0.308	C
G1XLI4	GO:0005886	0.431	C
G4MRQ6	GO:0005634	0.754	C
G4MRQ6	GO:0005737	0.362	C
G4MWK2	GO:0005576	0.596	C
G4MYD3	GO:0000785	0.304	C
G4MYD3	GO:0005634	0.891	C
G4NB33	GO:0005634	0.556	C
G4NGN5	GO:0005829	0.488	C
G9MK14	GO:0005576	0.731	C
G9MK14	GO:0005619	0.383	C
G9MNI0	GO:0005576	0.647	C
G9MNI0	GO:0005619	0.396	C
G9MQW8	GO:0005576	0.722	C
H3BNL1	GO:0005879	0.913	C
H3BQB6	GO:0005886	0.420	C
H3BQB6	GO:0033269	0.392	C
H3BV60	GO:0005576	0.667	C
H7C241	GO:0005886	0.463	C
H9C180	GO:0005829	0.333	C
H9C180	GO:0110001	0.613	C
I1RDW3	GO:0005576	0.746	C
I1RJE5	GO:0005576	0.386	C
I1RJE5	GO:0009277	0.657	C
I1RJE5	GO:0020002	0.596	C
I1RJE5	GO:0042025	0.331	C
I3L3R5	GO:0005576	0.371	C
I6XA42	GO:0005829	0.345	C
I6XA42	GO:0005886	0.698	C
I6XA42	GO:0009274	0.504	C
I6Y1I5	GO:0005576	0.514	C
I6Y1I5	GO:0005886	0.719	C
I6Y1I5	GO:0009274	0.582	C
I6Y1Q2	GO:0005829	0.302	C
I6Y1Q2	GO:0005886	0.871	C
I6Y1Q2	GO:0009274	0.524	C
I6Y498	GO:0005886	0.884	C
I6Y498	GO:0009274	0.481	C
I6YGX2	GO:0005576	0.630	C
I6YGX2	GO:0005886	0.384	C
I6YGX2	GO:0009274	0.472	C
I7MD46	GO:0005886	0.411	C
J3KAS3	GO:0005829	0.650	C
J4UGK4	GO:0005576	0.858	C
J4UJ50	GO:0005576	0.626	C
J4UJ50	GO:0005615	0.332	C
J4VS95	GO:0005576	0.886	C
J4VZG7	GO:0005634	0.628	C
J4W2A8	GO:0005576	0.782	C
J4W2A8	GO:0005615	0.329	C
J4W2A8	GO:0030446	0.372	C
J4W2A8	GO:0031160	0.782	C
J4WDT5	GO:0005576	0.718	C
J4WLR8	GO:0005634	0.824	C
J5J666	GO:0005634	0.700	C
J5JC27	GO:0005634	0.883	C
J5JC27	GO:0005737	0.318	C
J5JJC1	GO:0005576	0.864	C
J5JM47	GO:0005634	0.815	C
J5JM47	GO:0005737	0.315	C
J5JTB1	GO:0005576	0.717	C
J5JTB1	GO:0005615	0.300	C
J5K1D5	GO:0005634	0.676	C
J9UD11	GO:0005886	0.760	C
J9VDC2	GO:0005576	0.483	C
J9VDC2	GO:0030287	0.318	C
J9VG14	GO:0005634	0.857	C
J9VG14	GO:0016514	0.304	C
J9VJ62	GO:0000785	0.359	C
J9VJ62	GO:0005634	0.903	C
J9VUG5	GO:0000785	0.345	C
J9VUG5	GO:0005634	0.893	C
J9VUG5	GO:0005737	0.517	C
J9VWG0	GO:0000785	0.325	C
J9VWG0	GO:0005634	0.897	C
J9VWG0	GO:0005737	0.324	C
J9W0U6	GO:0005576	0.650	C
K4PZA7	GO:0005576	0.377	C
K4PZA7	GO:0030288	0.601	C
K4PZA7	GO:0042597	0.359	C
K5TWP9	GO:0005886	0.587	C
L7F3F8	GO:0005886	0.639	C
L7F3F8	GO:0009274	0.492	C
L7N648	GO:0005739	0.620	C
M0QZC1	GO:0005886	0.353	C
M0QZD8	GO:0005576	0.495	C
M0QZD8	GO:0005615	0.410	C
M0QZD8	GO:0005788	0.392	C
M0QZD8	GO:0031012	0.443	C
M0QZD8	GO:0034364	0.339	C
M0QZD8	GO:0070062	0.335	C
M3B4Q3	GO:0005829	0.391	C
M3B4Q3	GO:0005886	0.693	C
M3B4Q3	GO:0009274	0.548	C
O05910	GO:0005886	0.654	C
O06550	GO:0005886	0.866	C
O06550	GO:0009274	0.389	C
O13502	GO:0005576	0.597	C
O13502	GO:0020002	0.459	C
O13503	GO:0005576	0.519	C
O13503	GO:0009277	0.459	C
O17899	GO:0005886	0.606	C
O24769	GO:0005634	0.536	C
O24769	GO:0005737	0.320	C
O50329	GO:0005886	0.780	C
O50330	GO:0005829	0.368	C
O50330	GO:0005886	0.752	C
O50330	GO:0009274	0.326	C
O50333	GO:0005886	0.882	C
O50335	GO:0005886	0.366	C
O50335	GO:0009279	0.674	C
O50337	GO:0005886	0.704	C
O50337	GO:0015627	0.348	C
O50338	GO:0005829	0.664	C
O51624	GO:0005886	0.370	C
O51799	GO:0005829	0.548	C
O53718	GO:0005576	0.384	C
O53718	GO:0005886	0.701	C
O53718	GO:0009274	0.708	C
O60047	GO:0005576	0.658	C
O60047	GO:0020002	0.519	C
O60048	GO:0005576	0.617	C
O60268	GO:0005886	0.302	C
O60279	GO:0005886	0.470	C
O60281	GO:0005634	0.543	C
O60281	GO:0005654	0.633	C
O60290	GO:0005634	0.379	C
O60290	GO:0005654	0.315	C
O60309	GO:0005886	0.356	C
O64191	GO:0005634	0.582	C
O64191	GO:0005737	0.324	C
O64191	GO:0005829	0.419	C
O64602	GO:0005634	0.487	C
O64602	GO:0005886	0.305	C
O64602	GO:0009524	0.336	C
O64602	GO:0055028	0.434	C
O75071	GO:0005886	0.322	C
O75264	GO:0005886	0.628	C
O76269	GO:0005886	0.758	C
O76343	GO:0005886	0.755	C
O93917	GO:0005576	0.599	C
O94203	GO:0005576	0.735	C
O94217	GO:0005576	0.698	C
O94217	GO:0031160	0.666	C
O95744	GO:0005634	0.307	C
O96002	GO:0005783	0.334	C
O96139	GO:0020011	0.496	C
O96637	GO:0005886	0.569	C
O97297	GO:0020011	0.420	C
P0C672	GO:0005886	0.792	C
P0C6C1	GO:0005737	0.403	C
P0C6C1	GO:0005829	0.411	C
P0C7L1	GO:0005576	0.444	C
P0C7L1	GO:0005615	0.706	C
P0C7T8	GO:0005886	0.691	C
P0C7U1	GO:0005576	0.400	C
P0C7U1	GO:0005615	0.358	C
P0C7V9	GO:0005739	0.951	C
P0C7V9	GO:0005759	0.693	C
P0C854	GO:0005634	0.416	C
P0C854	GO:0005739	0.417	C
P0C874	GO:0001669	0.329	C
P0CG23	GO:0005634	0.625	C
P0CG23	GO:0005654	0.597	C
P0CJ74	GO:0005576	0.544	C
P0CL83	GO:0005634	0.313	C
P0CL83	GO:0005654	0.324	C
P0CL83	GO:0005829	0.313	C
P0CL84	GO:0005634	0.335	C
P0CL84	GO:0005829	0.337	C
P0CL85	GO:0005634	0.302	C
P0CL85	GO:0005829	0.332	C
P0DJ93	GO:0005783	0.349	C
P0DJ93	GO:0005789	0.480	C
P0DJR0	GO:0005886	0.326	C
P0DKX4	GO:0005886	0.416	C
P0DMB2	GO:0005634	0.471	C
P0DMB2	GO:0005737	0.390	C
P0DMQ5	GO:0005886	0.423	C
P0DP72	GO:0005886	0.676	C
P0DPE3	GO:0005886	0.420	C
P0DRD9	GO:0005576	0.821	C
P0DRE1	GO:0005576	0.950	C
P0DRE2	GO:0005576	0.926	C
P0DRE3	GO:0005576	0.796	C
P0DRE4	GO:0005576	0.954	C
P0DRE5	GO:0005576	0.953	C
P0DRE6	GO:0005576	0.894	C
P0DRE7	GO:0005576	0.778	C
P0DRE8	GO:0005576	0.900	C
P0DRE9	GO:0005576	0.874	C
P0DRF0	GO:0005576	0.918	C
P0DRF1	GO:0005576	0.927	C
P0DRF2	GO:0005576	0.826	C
P0DRF3	GO:0005576	0.903	C
P0DRF6	GO:0005576	0.860	C
P0DRF9	GO:0005576	0.682	C
P0DRG0	GO:0005576	0.823	C
P0DRG1	GO:0005576	0.699	C
P0DRG2	GO:0005576	0.777	C
P0DRG3	GO:0005576	0.818	C
P0DRG4	GO:0005576	0.865	C
P0DRG5	GO:0005576	0.916	C
P0DRG6	GO:0005576	0.894	C
P0DRG7	GO:0005576	0.916	C
P0DRG8	GO:0005576	0.809	C
P0DRG9	GO:0005576	0.872	C
P0DRH0	GO:0005576	0.942	C
P0DRH1	GO:0005576	0.952	C
P0DRH2	GO:0005576	0.864	C
P0DRH3	GO:0005576	0.799	C
P0DRH4	GO:0005576	0.835	C
P0DRH5	GO:0005576	0.933	C
P0DRH6	GO:0005576	0.919	C
P0DRH7	GO:0005576	0.861	C
P0DRH7	GO:0005615	0.310	C
P0DRH8	GO:0005576	0.796	C
P0DRH9	GO:0005576	0.679	C
P0DRH9	GO:0005615	0.549	C
P0DRI0	GO:0005576	0.796	C
P0DRI0	GO:0005615	0.589	C
P0DRI1	GO:0005576	0.863	C
P0DRI1	GO:0005615	0.508	C
P0DRI2	GO:0005576	0.552	C
P0DRI2	GO:0005615	0.593	C
P0DRI3	GO:0005576	0.763	C
P0DRI3	GO:0005615	0.506	C
P0DRI6	GO:0005576	0.671	C
P0DRI6	GO:0005615	0.784	C
P0DRI7	GO:0005576	0.399	C
P0DRI7	GO:0048046	0.452	C
P0DRI8	GO:0005576	0.639	C
P0DRI8	GO:0005615	0.413	C
P0DRI9	GO:0005576	0.569	C
P0DRI9	GO:0005615	0.399	C
P0DSO2	GO:0005829	0.843	C
P0DTF9	GO:0005886	0.555	C
P0DUH7	GO:0005576	0.334	C
P0DXG5	GO:0005886	0.849	C
P0DXG5	GO:0009274	0.535	C
P0DXG6	GO:0005886	0.784	C
P0DXG6	GO:0009274	0.377	C
P0DXG7	GO:0005829	0.459	C
P0DXG7	GO:0005886	0.495	C
P0DXN8	GO:0005829	0.343	C
P0DXN9	GO:0005634	0.575	C
P0DXN9	GO:0005737	0.314	C
P0DXO4	GO:0005634	0.406	C
P0DXO5	GO:0005634	0.439	C
P0DXO6	GO:0005634	0.396	C
P0DXU4	GO:0005576	0.364	C
P0DXU4	GO:0005886	0.941	C
P0DXU4	GO:0009274	0.657	C
P0DXU6	GO:0005576	0.377	C
P0DXU6	GO:0005886	0.936	C
P0DXU6	GO:0009274	0.620	C
P0DXU8	GO:0005576	0.386	C
P0DXU8	GO:0005886	0.905	C
P0DXU8	GO:0009274	0.663	C
P0DXV5	GO:0005783	0.322	C
P0DXV6	GO:0005783	0.309	C
P0DXW0	GO:0005783	0.420	C
P0DXW1	GO:0005783	0.417	C
P0DXW3	GO:0005576	0.761	C
P0DXW3	GO:0005615	0.414	C
P0DXW4	GO:0005576	0.813	C
P0DXW5	GO:0005576	0.737	C
P0DXW5	GO:0005615	0.518	C
P0DXW6	GO:0005576	0.702	C
P0DXW7	GO:0005576	0.914	C
P0DXW8	GO:0005576	0.862	C
P0DXW9	GO:0005576	0.702	C
P0DXX0	GO:0005576	0.657	C
P0DXX0	GO:0005615	0.459	C
P0DXX1	GO:0005576	0.433	C
P0DXX2	GO:0005576	0.344	C
P0DXX3	GO:0005576	0.365	C
P0DXX5	GO:0005829	0.410	C
P0DXX8	GO:0005829	0.314	C
P0DXX8	GO:0005886	0.344	C
P0DXX8	GO:0009274	0.311	C
P0DXY1	GO:0005829	0.576	C
P0DXY1	GO:0005886	0.530	C
P0DXY1	GO:0009274	0.355	C
P0DXY9	GO:0005829	0.349	C
P0DXY9	GO:0005886	0.857	C
P0DXY9	GO:0009274	0.487	C
P0DXZ1	GO:0005829	0.733	C
P0DXZ3	GO:0005829	0.399	C
P0DXZ3	GO:0032993	0.590	C
P0DXZ4	GO:0005576	0.935	C
P0DXZ5	GO:0005576	0.845	C
P0DXZ5	GO:0005615	0.320	C
P0DXZ7	GO:0005576	0.878	C
P0DXZ8	GO:0005576	0.880	C
P0DXZ9	GO:0005576	0.580	C
P0DY00	GO:0005576	0.922	C
P0DY01	GO:0005576	0.787	C
P0DY01	GO:0005615	0.358	C
P0DY02	GO:0005576	0.912	C
P0DY03	GO:0005576	0.914	C
P0DY04	GO:0005576	0.559	C
P0DY06	GO:0005634	0.328	C
P0DY06	GO:0005829	0.560	C
P0DY15	GO:0005576	0.915	C
P0DY17	GO:0005576	0.924	C
P0DY18	GO:0005576	0.944	C
P0DY20	GO:0005576	0.328	C
P0DY21	GO:0005576	0.853	C
P0DY24	GO:0005576	0.807	C
P0DY24	GO:0005615	0.530	C
P0DY25	GO:0005576	0.925	C
P0DY38	GO:0005576	0.935	C
P0DY39	GO:0005576	0.884	C
P0DY39	GO:0005615	0.314	C
P0DY40	GO:0005576	0.493	C
P0DY40	GO:0005615	0.493	C
P0DY41	GO:0005576	0.842	C
P0DY41	GO:0005615	0.320	C
P0DY43	GO:0005576	0.840	C
P0DY43	GO:0005615	0.308	C
P0DY44	GO:0005576	0.825	C
P0DY44	GO:0005615	0.346	C
P0DY55	GO:0005576	0.566	C
P0DY55	GO:0005615	0.380	C
P52746	GO:0005634	0.613	C
P52746	GO:0005654	0.551	C
P60509	GO:0005886	0.305	C
P61550	GO:0005886	0.386	C
P61565	GO:0005886	0.392	C
P62502	GO:0005576	0.546	C
P62502	GO:0005615	0.615	C
P62684	GO:0005634	0.472	C
P62684	GO:0005737	0.449	C
P63121	GO:0005634	0.328	C
P63121	GO:0005737	0.395	C
P63121	GO:0005829	0.362	C
P63124	GO:0005634	0.344	C
P63124	GO:0005737	0.416	C
P63124	GO:0005829	0.391	C
P63128	GO:0005634	0.354	C
P63128	GO:0005737	0.452	C
P63128	GO:0005829	0.338	C
P63132	GO:0005634	0.376	C
P63133	GO:0005634	0.334	C
P63136	GO:0005634	0.337	C
P63145	GO:0005634	0.461	C
P63145	GO:0005737	0.451	C
P63145	GO:0005829	0.312	C
P71888	GO:0005886	0.716	C
P71888	GO:0009274	0.337	C
P74174	GO:0005576	0.699	C
P78601	GO:0005576	0.643	C
P78602	GO:0005576	0.719	C
P78602	GO:0031160	0.406	C
P79072	GO:0005576	0.786	C
P96857	GO:0005886	0.796	C
P9WEF7	GO:0005634	0.317	C
P9WEF9	GO:0005634	0.935	C
P9WEG2	GO:0005829	0.521	C
P9WEG3	GO:0005634	0.491	C
P9WEG3	GO:0005829	0.438	C
P9WEG5	GO:0005783	0.520	C
P9WEG7	GO:0005783	0.350	C
P9WEJ4	GO:0005783	0.577	C
P9WEJ4	GO:0140595	0.304	C
Q00367	GO:0005576	0.704	C
Q00368	GO:0005811	0.915	C
Q00368	GO:0005829	0.353	C
Q00368	GO:0032994	0.508	C
Q008S8	GO:0005737	0.305	C
Q008S8	GO:0005829	0.459	C
Q01491	GO:0005634	0.633	C
Q01491	GO:0005829	0.337	C
Q02325	GO:0005576	0.645	C
Q02325	GO:0005615	0.448	C
Q05C16	GO:0097228	0.343	C
Q06K53	GO:0005576	0.641	C
Q06K53	GO:0005615	0.493	C
Q06K97	GO:0005576	0.454	C
Q06K97	GO:0005615	0.344	C
Q080S8	GO:0005829	0.466	C
Q0CPG6	GO:0005783	0.475	C
Q0CPG6	GO:0005789	0.309	C
Q0D2K5	GO:0005576	0.324	C
Q0P6D2	GO:0000139	0.391	C
Q0S4Q9	GO:0005829	0.449	C
Q0S4Q9	GO:0005886	0.895	C
Q0S4Q9	GO:0009274	0.583	C
Q0URD7	GO:0000785	0.511	C
Q0URD7	GO:0005634	0.825	C
Q0URD7	GO:0005737	0.366	C
Q0UTF0	GO:0000785	0.428	C
Q0UTF0	GO:0005634	0.858	C
Q0UTF0	GO:0005737	0.328	C
Q0UTF0	GO:1990243	0.360	C
Q0VDD8	GO:0097228	0.437	C
Q12766	GO:0005634	0.553	C
Q12766	GO:0005654	0.585	C
Q13401	GO:0005634	0.627	C
Q13401	GO:0005829	0.511	C
Q14236	GO:0005634	0.445	C
Q14236	GO:0005739	0.448	C
Q15053	GO:0005886	0.554	C
Q15195	GO:0005576	0.670	C
Q15195	GO:0005615	0.430	C
Q15846	GO:0005615	0.307	C
Q16048	GO:0005634	0.345	C
Q17NR4	GO:0005576	0.933	C
Q17R55	GO:0005886	0.301	C
Q17RQ9	GO:0005886	0.407	C
Q1D148	GO:0005886	0.824	C
Q1D148	GO:0009274	0.767	C
Q1M0Y5	GO:0005576	0.339	C
Q1M0Y5	GO:0005615	0.350	C
Q1MWN4	GO:0005829	0.518	C
Q1MWN4	GO:0005886	0.460	C
Q1MWN4	GO:0009274	0.322	C
Q1PA41	GO:0044174	0.363	C
Q1XH10	GO:0005634	0.695	C
Q1XH10	GO:0005654	0.600	C
Q22HI5	GO:0005886	0.384	C
Q23421	GO:1990423	0.557	C
Q239Y2	GO:0005886	0.345	C
Q2FXF4	GO:0005886	0.331	C
Q2FXP4	GO:0042601	0.847	C
Q2FXP4	GO:0043590	0.353	C
Q2KHR3	GO:0005634	0.391	C
Q2M238	GO:0005634	0.520	C
Q2M2E5	GO:0005739	0.787	C
Q2RW95	GO:0005829	0.301	C
Q2RW95	GO:0005886	0.321	C
Q2RW96	GO:0005829	0.577	C
Q2RW97	GO:0005829	0.644	C
Q2RW97	GO:0005886	0.404	C
Q2RW98	GO:0005829	0.529	C
Q2RW98	GO:0005886	0.582	C
Q2TR58	GO:0030288	0.905	C
Q30KQ1	GO:0005576	0.577	C
Q30KQ1	GO:0005615	0.553	C
Q30KQ7	GO:0005576	0.633	C
Q30KQ7	GO:0005615	0.487	C
Q30KQ9	GO:0005576	0.586	C
Q30KQ9	GO:0005615	0.435	C
Q32NC0	GO:0005634	0.412	C
Q32NC0	GO:0005654	0.634	C
Q32NC0	GO:0005694	0.392	C
Q32NC0	GO:0005730	0.369	C
Q381V1	GO:0005634	0.364	C
Q381V1	GO:0005737	0.401	C
Q381X9	GO:0005634	0.402	C
Q381X9	GO:0005737	0.322	C
Q381X9	GO:0020023	0.790	C
Q381X9	GO:0031019	0.573	C
Q386F1	GO:0005886	0.684	C
Q38CB5	GO:0005737	0.377	C
Q38CB5	GO:0005829	0.458	C
Q3C1V0	GO:0005886	0.552	C
Q3HS86	GO:0005576	0.607	C
Q3HS86	GO:0031160	0.350	C
Q3HS87	GO:0005576	0.591	C
Q3J189	GO:0005886	0.482	C
Q3KNT7	GO:0005634	0.416	C
Q3KNT7	GO:0005654	0.310	C
Q3KNT7	GO:0005829	0.462	C
Q3MIW9	GO:0005886	0.723	C
Q3Y316	GO:0005829	0.665	C
Q3Y452	GO:0005829	0.405	C
Q3ZCT8	GO:0005737	0.387	C
Q3ZCT8	GO:0005829	0.361	C
Q3ZCT8	GO:0031463	0.589	C
Q400G9	GO:0005634	0.315	C
Q400G9	GO:0005737	0.452	C
Q400G9	GO:0005829	0.527	C
Q499Z3	GO:0005737	0.439	C
Q499Z3	GO:0005829	0.516	C
Q4D9P2	GO:0005634	0.307	C
Q4D9P2	GO:0020023	0.474	C
Q4FKP8	GO:0005634	0.634	C
Q4FKP8	GO:0005737	0.364	C
Q4G0A6	GO:0005737	0.308	C
Q4G0A6	GO:0005829	0.378	C
Q4GZF2	GO:0005634	0.462	C
Q4J8Q7	GO:0005739	0.309	C
Q4J8Q7	GO:0005886	0.401	C
Q4J8R0	GO:0005634	0.447	C
Q4J8R0	GO:0005739	0.534	C
Q4QY38	GO:0005576	0.501	C
Q4QY38	GO:0005615	0.463	C
Q4WC31	GO:0005576	0.661	C
Q4WC31	GO:0005615	0.410	C
Q4WE63	GO:0000785	0.586	C
Q4WE63	GO:0005634	0.849	C
Q4WE63	GO:0005737	0.433	C
Q4WEK0	GO:0005576	0.304	C
Q4WEK0	GO:0042025	0.630	C
Q4WF00	GO:0005576	0.429	C
Q4WK40	GO:0005634	0.685	C
Q4WUQ8	GO:0005634	0.377	C
Q4WUQ8	GO:0005739	0.311	C
Q4WUQ8	GO:0005829	0.391	C
Q4WUQ8	GO:0005886	0.348	C
Q4WYQ4	GO:0005634	0.715	C
Q4WYQ4	GO:0005654	0.334	C
Q4X055	GO:0005576	0.716	C
Q4X055	GO:0005615	0.414	C
Q4X055	GO:0020002	0.364	C
Q52LC2	GO:0005886	0.586	C
Q52M58	GO:0005634	0.362	C
Q54RB8	GO:0005886	0.444	C
Q54WU1	GO:0005886	0.540	C
Q55C03	GO:0005886	0.586	C
Q57V03	GO:0005634	0.371	C
Q57V03	GO:0020023	0.427	C
Q57XN4	GO:0005829	0.305	C
Q57ZK6	GO:0005634	0.446	C
Q581Z0	GO:0005634	0.466	C
Q582T2	GO:0005634	0.742	C
Q583E0	GO:0005737	0.332	C
Q583R7	GO:0005634	0.645	C
Q586F4	GO:0005634	0.393	C
Q586F4	GO:0005737	0.325	C
Q58T34	GO:0005829	0.791	C
Q59TS6	GO:0005634	0.849	C
Q5A3L9	GO:0005634	0.695	C
Q5A3L9	GO:0005737	0.321	C
Q5AHE5	GO:0005783	0.373	C
Q5ANG4	GO:0005634	0.657	C
Q5ANI0	GO:0005634	0.513	C
Q5ANI0	GO:0005737	0.328	C
Q5ASR7	GO:0005634	0.537	C
Q5AUU3	GO:0005634	0.490	C
Q5AUU3	GO:0005737	0.319	C
Q5AUU3	GO:0005829	0.484	C
Q5AVZ1	GO:0005576	0.622	C
Q5AVZ1	GO:0020002	0.416	C
Q5AY40	GO:0005634	0.767	C
Q5AY42	GO:0005634	0.614	C
Q5AZ79	GO:0005576	0.758	C
Q5AZ79	GO:0031160	0.663	C
Q5BEU0	GO:0005576	0.619	C
Q5BEU0	GO:0005615	0.302	C
Q5EBM4	GO:0005634	0.427	C
Q5EP34	GO:0005634	0.341	C
Q5F9Y4	GO:0009279	0.549	C
Q5F9Y4	GO:0030288	0.686	C
Q5FWE3	GO:0005886	0.517	C
Q5GAN3	GO:0005576	0.492	C
Q5GAN3	GO:0005615	0.429	C
Q5H9K5	GO:0005634	0.533	C
Q5H9K5	GO:0005654	0.466	C
Q5HYC2	GO:0005634	0.726	C
Q5HYC2	GO:0005654	0.709	C
Q5JEV0	GO:0022625	0.843	C
Q5JFE2	GO:0005634	0.399	C
Q5JFE2	GO:0005665	0.390	C
Q5JFE2	GO:0005666	0.544	C
Q5JFE2	GO:0005736	0.313	C
Q5JFE2	GO:0005829	0.489	C
Q5JHC6	GO:0005739	0.749	C
Q5JPB2	GO:0005634	0.452	C
Q5JPB2	GO:0005654	0.482	C
Q5JXA9	GO:0005886	0.771	C
Q5JXA9	GO:0009897	0.418	C
Q5JXA9	GO:0009986	0.316	C
Q5JXM2	GO:0000139	0.387	C
Q5JXM2	GO:0005794	0.520	C
Q5JXM2	GO:0005886	0.320	C
Q5JYT7	GO:0005829	0.427	C
Q5QFB9	GO:0005829	0.306	C
Q5SC47	GO:0005634	0.304	C
Q5SC49	GO:0005634	0.508	C
Q5SC49	GO:0005737	0.443	C
Q5SC51	GO:0005886	0.450	C
Q5SC54	GO:0005739	0.418	C
Q5SVQ8	GO:0005634	0.792	C
Q5SVQ8	GO:0005654	0.613	C
Q5SVZ6	GO:0005634	0.444	C
Q5SVZ6	GO:0005829	0.312	C
Q5SYE7	GO:0005737	0.310	C
Q5SYE7	GO:0005829	0.403	C
Q5SYE7	GO:0005886	0.336	C
Q5SZI1	GO:0005886	0.343	C
Q5T292	GO:0005886	0.700	C
Q5T5J6	GO:0005634	0.403	C
Q5T5J6	GO:0005654	0.420	C
Q5T5J6	GO:0005737	0.330	C
Q5T5J6	GO:0005829	0.322	C
Q5T6L9	GO:0005737	0.363	C
Q5T6L9	GO:0005829	0.466	C
Q5T742	GO:0005634	0.307	C
Q5T750	GO:0001533	0.391	C
Q5T750	GO:0005829	0.537	C
Q5T7P6	GO:0005783	0.308	C
Q5T7P6	GO:0005829	0.317	C
Q5TAH2	GO:0005886	0.366	C
Q5TAH2	GO:0036128	0.422	C
Q5TAH2	GO:0097228	0.332	C
Q5TC84	GO:0005634	0.431	C
Q5TC84	GO:0005654	0.421	C
Q5TC84	GO:0005737	0.389	C
Q5TC84	GO:0005829	0.306	C
Q5TGL8	GO:0005737	0.353	C
Q5TGL8	GO:0005829	0.487	C
Q5TH69	GO:0005829	0.414	C
Q5TIE3	GO:0005829	0.336	C
Q5U623	GO:0005634	0.671	C
Q5U623	GO:0005654	0.690	C
Q5VTL7	GO:0005886	0.301	C
Q5VU97	GO:0005886	0.471	C
Q5VU97	GO:0005891	0.375	C
Q5VVB8	GO:0005783	0.497	C
Q5VVW2	GO:0005829	0.381	C
Q5VWI1	GO:0005634	0.379	C
Q5VWI1	GO:0005654	0.340	C
Q5VXM1	GO:0005886	0.646	C
Q5VXM1	GO:0098978	0.310	C
Q5VZ19	GO:0005737	0.518	C
Q5VZ19	GO:0005829	0.371	C
Q5VZ19	GO:0033391	0.450	C
Q5VZ19	GO:0043186	0.386	C
Q5VZ46	GO:0005737	0.357	C
Q5VZ46	GO:0005829	0.307	C
Q5YKI7	GO:0005737	0.314	C
Q5YKI7	GO:0005829	0.409	C
Q629K1	GO:0005783	0.647	C
Q629K1	GO:0005784	0.558	C
Q629K1	GO:0005789	0.661	C
Q629K1	GO:0033185	0.396	C
Q64845	GO:0005634	0.502	C
Q64845	GO:0005737	0.422	C
Q64ET8	GO:0005634	0.560	C
Q64ET8	GO:0005654	0.402	C
Q68CR7	GO:0005886	0.633	C
Q68DL7	GO:0001740	0.305	C
Q68DL7	GO:0005634	0.322	C
Q68DL7	GO:0005654	0.525	C
Q69YU3	GO:0005737	0.393	C
Q69YU3	GO:0005829	0.355	C
Q69YZ2	GO:0005886	0.567	C
Q6AHZ1	GO:0001740	0.329	C
Q6AHZ1	GO:0005634	0.544	C
Q6AHZ1	GO:0005654	0.580	C
Q6DN03	GO:0005634	0.439	C
Q6DN03	GO:0005654	0.336	C
Q6FKR3	GO:0005634	0.733	C
Q6FKR3	GO:0005737	0.619	C
Q6ICI0	GO:0005886	0.654	C
Q6IQ21	GO:0005634	0.671	C
Q6IQ21	GO:0005654	0.412	C
Q6LXX7	GO:0005829	0.544	C
Q6LZC0	GO:0005886	0.373	C
Q6M0N3	GO:0005886	0.475	C
